record_uid,site_id,geographic_region,site_type,site_type_label,date_collected,survey_year,latitude,longitude,depth_m_abs,coral_reef_present,pavement_present,rhodolith_present,sand_present,hard_coral_present,soft_coral_present,macroalgae_present,sponge_present,seagrass_present,artificial_present,unknown_present,qa_status,qa_reason,url_link
REC1064,GV2016_435,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.15174317,-65.19298062,37.234,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_435.mp4
REC1065,GV2016_436,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.27416213,-65.01351489,33.368,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_436.mp4
REC1066,GV2016_437,"St. John, USVI",GV,Ground Validation,2016-09-01,2016,18.29659101,-64.73615295,28.902,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_437.mp4
REC1067,GV2016_439,"St. Thomas, USVI",GV,Ground Validation,2016-09-10,2016,18.25691794,-64.85238957,37.782,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_439.mp4
REC1068,GV2016_440,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.23788828,-64.9802801,40.174,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_440.mp4
REC1069,GV2016_441,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.22895919,-64.66793845,56.104,0,1,0,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_441.mp4
REC1070,GV2016_442,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.22357046,-64.67502423,39.739,0,1,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_442.mp4
REC1071,GV2016_443,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.21387238,-64.70164194,55.791,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_443.mp4
REC1072,GV2016_445,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.18379621,-65.23529083,23.811,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_445.mp4
REC1073,GV2016_446,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.22214006,-65.09181586,35.366,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_446.mp4
REC1074,GV2016_447,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.22727742,-64.80357139,55.275,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_447.mp4
REC1075,GV2016_448,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.18360977,-65.17766343,39.798,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_448.mp4
REC1076,GV2016_449,"St. Thomas, USVI",GV,Ground Validation,2016-09-09,2016,18.22540605,-64.84549212,45.381,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_449.mp4
REC1077,GV2016_450,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.24215038,-64.98768486,40.593,0,0,0,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_450.mp4
REC1078,GV2016_451,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.19363559,-64.87395336,38.937,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_451.mp4
REC1079,GV2016_452,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.19636962,-64.90665777,50.953,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_452.mp4
REC1080,GV2016_453,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.18415209,-64.9140385,56.576,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_453.mp4
REC1081,GV2016_454,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.21622623,-65.19479598,30.043,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_454.mp4
REC1082,GV2016_455,"St. Thomas, USVI",GV,Ground Validation,2016-08-20,2016,18.26394243,-65.08261687,34.718,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_455.mp4
REC1083,GV2016_456,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.19387162,-64.75605649,55.123,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_456.mp4
REC1084,GV2016_457,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.2586695,-64.65945483,41.778,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_457.mp4
REC1085,GV2016_458,"St. John, USVI",GV,Ground Validation,2016-08-31,2016,18.29349769,-64.78990407,28.443,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_458.mp4
REC1086,GV2016_460,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.20929262,-64.70679675,55.508,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_460.mp4
REC1087,GV2016_461,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.23815794,-64.67078942,54.562,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_461.mp4
REC1088,GV2016_462,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.23552065,-64.77667214,50.604,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_462.mp4
REC1089,GV2016_463,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.20892964,-65.17365109,34.111,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_463.mp4
REC1090,GV2016_464,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.27412612,-64.84935443,27.987,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_464.mp4
REC1091,GV2016_465,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.2311865,-65.02357587,40.347,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_465.mp4
REC1092,GV2016_467,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.17018159,-65.19973185,40.68,1,0,0,0,1,1,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_467.mp4
REC1093,GV2016_468,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.26146806,-64.7200957,47.197,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_468.mp4
REC1094,GV2016_469,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.1876421,-65.20218371,38.305,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_469.mp4
REC1095,GV2016_470,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.18789581,-64.88112399,48.345,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_470.mp4
REC1096,GV2016_471,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.25466049,-65.00885405,39.347,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_471.mp4
REC1097,GV2016_472,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.15740958,-65.24582463,32.137,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_472.mp4
REC1098,GV2016_473,"St. Thomas, USVI",GV,Ground Validation,2016-09-13,2016,18.23689848,-64.81345033,49.485,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_473.mp4
REC1099,GV2016_474,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.25671522,-64.97258454,37.249,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_474.mp4
REC1100,GV2016_475,"St. John, USVI",GV,Ground Validation,2016-09-10,2016,18.28302957,-64.72767402,35.968,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_475.mp4
REC1101,GV2016_476,"St. Thomas, USVI",GV,Ground Validation,2016-09-16,2016,18.21162375,-64.81164084,51.923,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_476.mp4
REC1102,GV2016_477,"St. John, USVI",GV,Ground Validation,2016-09-10,2016,18.26528934,-64.76929333,43.655,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_477.mp4
REC1103,GV2016_478,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.19407318,-64.79849392,55.187,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_478.mp4
REC1104,GV2016_479,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.17512467,-65.17274602,42.252,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_479.mp4
REC1105,GV2016_481,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.21519403,-64.89250953,44.983,1,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_481.mp4
REC1106,GV2016_482,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.12803093,-65.179403,40.786,0,1,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_482.mp4
REC1107,GV2016_483,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.18625458,-64.88769514,51.777,0,0,1,0,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_483.mp4
REC1108,GV2016_484,"St. John, USVI",GV,Ground Validation,2016-08-31,2016,18.28151474,-64.79522908,32.835,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_484.mp4
REC1109,GV2016_485,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.23730067,-64.90422697,41.915,0,0,1,1,0,0,1,1,0,1,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_485.mp4
REC1110,GV2016_486,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20862461,-65.06034767,41.646,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_486.mp4
REC1111,GV2016_487,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.27170344,-64.95151088,35.103,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_487.mp4
REC1112,GV2016_488,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.20606175,-64.88793069,47.243,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_488.mp4
REC1113,GV2016_489,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20884173,-64.93072558,44.874,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_489.mp4
REC1114,GV2016_490,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.23563249,-64.89730804,42.423,0,0,0,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_490.mp4
REC1115,GV2016_491,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.19445255,-64.91784407,53.451,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_491.mp4
REC1116,GV2016_492,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.23450131,-65.02702324,39.859,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_492.mp4
REC1117,GV2016_493,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.20246179,-64.80743995,54.258,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_493.mp4
REC1118,GV2016_494,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.26980671,-64.82042273,35.094,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_494.mp4
REC1119,GV2016_495,"St. John, USVI",GV,Ground Validation,2016-09-02,2016,18.30528396,-64.72534887,24.256,0,0,0,1,0,0,0,1,1,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_495.mp4
REC1120,GV2016_496,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.1292519,-65.21544388,38.988,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_496.mp4
REC1121,GV2016_498,"St. John, USVI",GV,Ground Validation,2016-09-02,2016,18.28953885,-64.70934244,33.603,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_498.mp4
REC1122,GV2016_499,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.25677413,-64.77043831,35.27,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_499.mp4
REC1123,GV2016_500,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.21955104,-65.04332937,41.275,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_500.mp4
REC1124,GV2016_501,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.20277982,-65.20963206,37.065,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_501.mp4
REC1125,GV2016_503,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.2001057,-64.77263981,56.173,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_503.mp4
REC1126,GV2016_504,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.2368973,-64.78249673,51.557,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_504.mp4
REC1127,GV2016_505,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.25810057,-64.92490642,36.467,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_505.mp4
REC1128,GV2016_506,"St. Thomas, USVI",GV,Ground Validation,2016-08-20,2016,18.26369614,-65.09307342,27.423,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_506.mp4
REC1129,GV2016_507,Puerto Rico,GV,Ground Validation,2016-08-25,2016,18.21572421,-65.14252269,41.032,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_507.mp4
REC1130,GV2016_508,"St. Thomas, USVI",GV,Ground Validation,2016-08-23,2016,18.19366103,-65.13113224,39.879,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_508.mp4
REC1131,GV2016_510,Puerto Rico,GV,Ground Validation,2016-08-22,2016,18.17490491,-65.22877539,36.062,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_510.mp4
REC1132,GV2016_511,Puerto Rico,GV,Ground Validation,2016-08-25,2016,18.23463444,-65.17162995,24.701,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_511.mp4
REC1133,GV2016_512,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.25993063,-64.700153,42.093,0,1,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_512.mp4
REC1134,GV2016_513,"St. John, USVI",GV,Ground Validation,2016-09-13,2016,18.25001777,-64.77640692,45.711,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_513.mp4
REC1135,GV2016_514,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.23019174,-65.13158298,37.873,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_514.mp4
REC1136,GV2016_517,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.28466964,-64.66681627,38.346,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_517.mp4
REC1137,GV2016_519,Puerto Rico,GV,Ground Validation,2016-08-23,2016,18.21505844,-65.17200816,35.512,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_519.mp4
REC1138,GV2016_520,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.27704205,-64.77278228,34.881,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_520.mp4
REC1139,GV2016_521,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.25414125,-64.94049473,39.341,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_521.mp4
REC1140,GV2016_522,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.3018528,-64.76341235,26.934,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_522.mp4
REC1141,GV2016_523,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20893403,-64.94456157,45.487,1,0,1,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_523.mp4
REC1142,GV2016_524,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.23326237,-64.96258699,41.4,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_524.mp4
REC1143,GV2016_525,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.18884923,-64.80049638,54.961,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_525.mp4
REC1144,GV2016_527,Puerto Rico,GV,Ground Validation,2016-08-25,2016,18.23628597,-65.17727162,32.496,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_527.mp4
REC1145,GV2016_528,"St. John, USVI",GV,Ground Validation,2016-09-12,2016,18.24585574,-64.66235901,47.446,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_528.mp4
REC1146,GV2016_529,"St. Thomas, USVI",GV,Ground Validation,2016-08-26,2016,18.20991958,-65.03544152,42.745,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_529.mp4
REC1147,GV2016_530,"St. John, USVI",GV,Ground Validation,2016-08-31,2016,18.26413739,-64.81036472,37.262,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_530.mp4
REC1148,GV2016_531,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.22332004,-65.05491607,41.039,0,0,1,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_531.mp4
REC1149,GV2016_532,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.22450894,-64.93063322,42.017,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_532.mp4
REC1150,GV2016_533,"St. John, USVI",GV,Ground Validation,2016-09-16,2016,18.19597201,-64.7871114,57.406,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_533.mp4
REC1151,GV2016_534,Puerto Rico,GV,Ground Validation,2016-08-21,2016,18.14581102,-65.22434241,37.968,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_534.mp4
REC1152,GV2016_535,"St. John, USVI",GV,Ground Validation,2016-09-17,2016,18.24379459,-64.69271394,50.129,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_535.mp4
REC1153,GV2016_536,"St. Thomas, USVI",GV,Ground Validation,2016-08-28,2016,18.21858641,-64.9049702,43.086,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_536.mp4
REC1154,GV2016_537,"St. Thomas, USVI",GV,Ground Validation,2016-08-20,2016,18.28227004,-65.0640842,33.453,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_537.mp4
REC1155,GV2016_538,"St. Thomas, USVI",GV,Ground Validation,2016-09-09,2016,18.21477781,-64.84925686,44.947,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_538.mp4
REC1156,GV2016_539,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.22623236,-65.01989915,40.885,0,1,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_539.mp4
REC1157,GV2016_540,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.25239043,-64.98307667,39.546,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_540.mp4
REC1158,GV2016_541,"St. Thomas, USVI",GV,Ground Validation,2016-08-27,2016,18.26323471,-65.00459833,34.621,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_541.mp4
REC1159,GV2016_542,"St. John, USVI",GV,Ground Validation,2016-09-11,2016,18.28403382,-64.75244181,32.871,0,0,1,1,0,0,1,1,1,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_542.mp4
REC1160,GV2016_543,"St. John, USVI",GV,Ground Validation,2016-08-31,2016,18.30055235,-64.78909248,23.011,0,0,0,1,0,0,0,1,1,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_543.mp4
REC1161,GV2016_544,"St. Thomas, USVI",GV,Ground Validation,2016-08-30,2016,18.26101725,-64.98632532,34.53,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_544.mp4
REC1162,GV2016_545,"St. Thomas, USVI",GV,Ground Validation,2016-08-25,2016,18.25220842,-65.11326709,29.458,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_545.mp4
REC1163,GV2016_546,"St. Thomas, USVI",GV,Ground Validation,2016-08-29,2016,18.26423904,-64.87804003,26.369,0,1,1,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2016_546.mp4
